Workload,Run,TraceSize,Status,ExecTime,Instr,Cycles,IPC,NumBr,MispBr,BrPerCyc,MispBrPerCyc,MR,MPKI,CycWP,CycWPAvg,CycWPPKI,50PercInstr,50PercCycles,50PercIPC,50PercNumBr,50PercMispBr,50PercBrPerCyc,50PercMispBrPerCyc,50PercMR,50PercMPKI,50PercCycWP,50PercCycWPAvg,50PercCycWPPKI
int,int_15_trace,98.1560001373291,Pass,577.7869019508362,70000157,18612574,3.7609,9192864,39657,0.4939,0.0021,0.4314%,0.5665,1981517,49.9664,28.3073,35000157,9397585,3.7244,4669511,36893,0.4969,0.0039,0.7901%,1.0541,1585851,42.9851,45.3098
int,int_8_trace,137.59827327728271,Pass,236.54246640205383,40000052,16573454,2.4135,5678944,300968,0.3427,0.0182,5.2997%,7.5242,6905021,22.9427,172.6253,20000052,6557033,3.0502,2813189,132001,0.4290,0.0201,4.6922%,6.6000,2953765,22.3768,147.6879
int,int_26_trace,197.17267227172852,Pass,322.91194224357605,40000052,6885617,5.8092,2130479,57122,0.3094,0.0083,2.6812%,1.4280,1879463,32.9026,46.9865,20000052,3202431,6.2453,1067816,24928,0.3334,0.0078,2.3345%,1.2464,860721,34.5283,43.0359
int,int_22_trace,96.68442058563232,Pass,390.4837005138397,40000052,23080067,1.7331,6671960,216365,0.2891,0.0094,3.2429%,5.4091,15708015,72.5996,392.6999,20000052,11393810,1.7553,3314359,108300,0.2909,0.0095,3.2676%,5.4150,7749214,71.5532,387.4597
int,int_16_trace,128.2670030593872,Pass,298.888307094574,40000031,19297175,2.0728,6733574,339646,0.3489,0.0176,5.0441%,8.4911,7596951,22.3673,189.9236,20000031,8167196,2.4488,3364149,169459,0.4119,0.0207,5.0372%,8.4729,3637657,21.4663,181.8826
int,int_11_trace,203.19092559814453,Pass,468.66405868530273,60000052,16576039,3.6197,4130584,253229,0.2492,0.0153,6.1306%,4.2205,9173553,36.2263,152.8924,30000052,8288708,3.6194,2064453,127636,0.2491,0.0154,6.1826%,4.2545,4622203,36.2139,154.0732
int,int_14_trace,177.29002475738525,Pass,333.2150490283966,39999640,7065851,5.6610,7635435,20638,1.0806,0.0029,0.2703%,0.5160,485995,23.5486,12.1500,20999640,3410173,6.1579,3974167,7533,1.1654,0.0022,0.1895%,0.3587,167621,22.2516,7.9821
int,int_20_trace,187.00185585021973,Pass,346.85443782806396,60000051,17624204,3.4044,9561405,181339,0.5425,0.0103,1.8966%,3.0223,5609679,30.9348,93.4946,30000051,7198643,4.1675,4877083,81319,0.6775,0.0113,1.6674%,2.7106,2255190,27.7326,75.1729
int,int_28_trace,185.9219560623169,Pass,301.67408442497253,40000052,8502700,4.7044,4006233,149848,0.4712,0.0176,3.7404%,3.7462,3763918,25.1182,94.0978,20000052,4110661,4.8654,1994428,69046,0.4852,0.0168,3.4619%,3.4523,1770757,25.6460,88.5376
int,int_21_trace,91.63193035125732,Pass,307.61213779449463,40000052,46513579,0.8600,9059172,970128,0.1948,0.0209,10.7088%,24.2532,41655775,42.9384,1041.3930,20000052,22879065,0.8742,4504449,497605,0.1969,0.0217,11.0470%,24.8802,20408890,41.0142,1020.4418
int,int_5_trace,138.47165870666504,Pass,287.0337064266205,30000052,6663994,4.5018,2565027,86449,0.3849,0.0130,3.3703%,2.8816,3111419,35.9914,103.7138,15000052,3317366,4.5217,1297750,42253,0.3912,0.0127,3.2559%,2.8169,1554954,36.8010,103.6632
int,int_32_trace,317.2076416015625,Pass,779.7624125480652,110000052,86356069,1.2738,12636052,767774,0.1463,0.0089,6.0761%,6.9798,74320344,96.7998,675.6392,55000052,38008927,1.4470,6322521,378640,0.1663,0.0100,5.9888%,6.8844,32058373,84.6672,582.8790
int,int_6_trace,130.25432968139648,Pass,193.77590465545654,30000052,7626113,3.9339,3119970,89305,0.4091,0.0117,2.8624%,2.9768,3940124,44.1199,131.3372,15000052,3758341,3.9911,1567043,43367,0.4170,0.0115,2.7674%,2.8911,1946432,44.8828,129.7617
int,int_30_trace,182.9177484512329,Pass,158.94282984733582,40000052,16332369,2.4491,4219863,519691,0.2584,0.0318,12.3154%,12.9923,12436864,23.9313,310.9212,20000052,7922891,2.5243,2099953,251499,0.2650,0.0317,11.9764%,12.5749,6003864,23.8723,300.1924
int,int_31_trace,118.0513105392456,Pass,319.77782702445984,40000052,4708371,8.4955,4773947,34632,1.0139,0.0074,0.7254%,0.8658,656604,18.9595,16.4151,20000052,2231338,8.9633,2359187,12607,1.0573,0.0056,0.5344%,0.6303,242466,19.2326,12.1233
int,int_10_trace,204.85591316223145,Pass,496.62806367874146,60000052,9759247,6.1480,7032592,37114,0.7206,0.0038,0.5277%,0.6186,975102,26.2732,16.2517,30000052,4482976,6.6920,3499163,15938,0.7805,0.0036,0.4555%,0.5313,364936,22.8972,12.1645
int,int_4_trace,188.2430238723755,Pass,281.0255699157715,59999657,13950130,4.3010,7683892,254892,0.5508,0.0183,3.3172%,4.2482,5466228,21.4453,91.1043,30999657,6918217,4.4809,4061423,124892,0.5871,0.0181,3.0751%,4.0288,2646209,21.1880,85.3625
int,int_25_trace,169.04896354675293,Pass,320.96774673461914,40000052,7718970,5.1820,2766410,55151,0.3584,0.0071,1.9936%,1.3788,2045196,37.0836,51.1298,20000052,4268574,4.6854,1541724,47806,0.3612,0.0112,3.1008%,2.3903,1566366,32.7651,78.3181
int,int_27_trace,219.70562553405762,Pass,327.9531252384186,40000052,6427169,6.2236,1891315,37978,0.2943,0.0059,2.0080%,0.9494,1209931,31.8587,30.2482,20000052,2959497,6.7579,940632,15122,0.3178,0.0051,1.6076%,0.7561,514447,34.0198,25.7223
media,media_0_trace,111.51635646820068,Pass,152.07988381385803,20000044,3418769,5.8501,1125035,25870,0.3291,0.0076,2.2995%,1.2935,653870,25.2752,32.6934,10000044,1498068,6.6753,559613,9362,0.3736,0.0062,1.6729%,0.9362,249502,26.6505,24.9501
media,media_1_trace,93.95407485961914,Pass,175.65956687927246,20000048,3621370,5.5228,1052168,25815,0.2905,0.0071,2.4535%,1.2907,666495,25.8181,33.3247,10000048,1558468,6.4166,496668,7368,0.3187,0.0047,1.4835%,0.7368,206995,28.0938,20.6994
media,media_2_trace,114.14013576507568,Pass,208.08594155311584,20000038,3118381,6.4136,682290,11494,0.2188,0.0037,1.6846%,0.5747,611096,53.1665,30.5547,10000038,1664576,6.0076,342782,7388,0.2059,0.0044,2.1553%,0.7388,393897,53.3158,39.3896
media,media_3_trace,113.6968765258789,Pass,172.10715699195862,20000046,3561398,5.6158,1130407,30028,0.3174,0.0084,2.6564%,1.5014,768913,25.6065,38.4456,10000046,1602369,6.2408,568763,12542,0.3550,0.0078,2.2051%,1.2542,337738,26.9286,33.7736
